*******************************************************************************
 Revised: Sep 28, 2012                 Mars                             499 / 4
 
 GEOPHYSICAL DATA (updated 2009-May-26):
  Mean radius (km)      = 3389.9(2+-4)    Density (g cm^-3)     =  3.933(5+-4)
  Mass (10^23 kg )      =    6.4185       Flattening, f         =  1/154.409
  Volume (x10^10 km^3)  =   16.318        Semi-major axis       =  3397+-4
  Sidereal rot. period  =   24.622962 hr  Rot. Rate (x10^5 s)   =  7.088218
  Mean solar day        =    1.0274907 d  Polar gravity ms^-2   =  3.758
  Mom. of Inertia       =    0.366        Equ. gravity  ms^-2   =  3.71
  Core radius (km)      =  ~1700          Potential Love # k2   =  0.153 +-.017
 
  Grav spectral fact u  =   14 (x10^5)    Topo. spectral fact t = 96 (x10^5)
  Fig. offset (Rcf-Rcm) = 2.50+-0.07 km   Offset (lat./long.)   = 62d / 88d
  GM (km^3 s^-2)        = 42828.3         Equatorial Radius, Re = 3394.0 km 
  GM 1-sigma (km^3 s^-2)= +- 0.1          Mass ratio (Sun/Mars) = 3098708+-9
  
  Atmos. pressure (bar) =    0.0056       Max. angular diam.    =  17.9"
  Mean Temperature (K)  =  210            Visual mag. V(1,0)    =  -1.52
  Geometric albedo      =    0.150        Obliquity to orbit    =  25.19 deg
  Mean sidereal orb per =    1.88081578 y Orbit vel.  km/s      =  24.1309
  Mean sidereal orb per =  686.98 d       Escape vel. km/s      =   5.027
  Hill's sphere rad. Rp =  319.8          Mag. mom (gauss Rp^3) = < 1x10^-4 
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Thu Aug  9 00:20:10 2018 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: mar097}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2005-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2007-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2453379.500000000, A.D. 2005-Jan-09 00:00:00.0000, -1.606904375300273E+08, -1.691256304062753E+08,  4.039125583798140E+05,  1.847535796746427E+01, -1.461524489425442E+01, -7.601153593944305E-01,  7.781776444663086E+02,  2.332917887952048E+08, -2.131698984094428E+00,
2453380.500000000, A.D. 2005-Jan-10 00:00:00.0000, -1.590879136719919E+08, -1.703817675411694E+08,  3.382236906611025E+05,  1.861991745097384E+01, -1.446175362426307E+01, -7.604505408240545E-01,  7.775623424358448E+02,  2.331073258870796E+08, -2.138250594506076E+00,
2453381.500000000, A.D. 2005-Jan-11 00:00:00.0000, -1.574729478781624E+08, -1.716245782954004E+08,  2.725083993868306E+05,  1.876336306170198E+01, -1.430676453731034E+01, -7.607269619197652E-01,  7.769451740526750E+02,  2.329223034604892E+08, -2.144650641060041E+00,
2453382.500000000, A.D. 2005-Jan-12 00:00:00.0000, -1.558456370808124E+08, -1.728539334507051E+08,  2.067717737380117E+05,  1.890567870338300E+01, -1.415028215513259E+01, -7.609443253114492E-01,  7.763261831686036E+02,  2.327367346618739E+08, -2.150897899968464E+00,
2453383.500000000, A.D. 2005-Jan-13 00:00:00.0000, -1.542060796060857E+08, -1.740697041845756E+08,  1.410189287657589E+05,  1.904684822258199E+01, -1.399231114476333E+01, -7.611023390799065E-01,  7.757054139835576E+02,  2.325506327420382E+08, -2.156991169411160E+00,
2453384.500000000, A.D. 2005-Jan-14 00:00:00.0000, -1.525543751797116E+08, -1.752717620848134E+08,  7.525500523445010E+04,  1.918685540115986E+01, -1.383285632042650E+01, -7.612007123364570E-01,  7.750829110455869E+02,  2.323640110561519E+08, -2.162929264817842E+00,
2453385.500000000, A.D. 2005-Jan-15 00:00:00.0000, -1.508906249327488E+08, -1.764599791641931E+08,  9.485169537223876E+03,  1.932568394789597E+01, -1.367192266591205E+01, -7.612391515043093E-01,  7.744587192508200E+02,  2.321768830637352E+08, -2.168710998388679E+00,
2453386.500000000, A.D. 2005-Jan-16 00:00:00.0000, -1.492149314071349E+08, -1.776342278752648E+08, -5.628538643132150E+04,  1.946331749444881E+01, -1.350951535133444E+01, -7.612173583939557E-01,  7.738328838429329E+02,  2.319892623285013E+08, -2.174335165386622E+00,
2453387.500000000, A.D. 2005-Jan-17 00:00:00.0000, -1.475273985609655E+08, -1.787943811254866E+08, -1.220514454963729E+05,  1.959973959998213E+01, -1.334563973540221E+01, -7.611350317697898E-01,  7.732054504124742E+02,  2.318011625181527E+08, -2.179800546825755E+00,
2453388.500000000, A.D. 2005-Jan-18 00:00:00.0000, -1.458281317736503E+08, -1.799403122927660E+08, -1.878077654473707E+05,  1.973493376701991E+01, -1.318030136414001E+01, -7.609918745483819E-01,  7.725764648966041E+02,  2.316125974043036E+08, -2.185105921843227E+00,
2453389.500000000, A.D. 2005-Jan-19 00:00:00.0000, -1.441172378510556E+08, -1.810718952412424E+08, -2.535490792336017E+05,  1.986888345907979E+01, -1.301350597028445E+01, -7.607876022066877E-01,  7.719459735790660E+02,  2.314235808624712E+08, -2.190250080175141E+00,
2453390.500000000, A.D. 2005-Jan-20 00:00:00.0000, -1.423948250305432E+08, -1.821890043370945E+08, -3.192700951394960E+05,  2.000157210117120E+01, -1.284525946718842E+01, -7.605219421374843E-01,  7.713140230896331E+02,  2.312341268719098E+08, -2.195231827833686E+00,
2453391.500000000, A.D. 2005-Jan-21 00:00:00.0000, -1.406610029857758E+08, -1.832915144644180E+08, -3.849654970080033E+05,  2.013298306107579E+01, -1.267556794177164E+01, -7.601946227493306E-01,  7.706806604028553E+02,  2.310442495152352E+08, -2.200049982149924E+00,
2453392.500000000, A.D. 2005-Jan-22 00:00:00.0000, -1.389158828313182E+08, -1.843793010414335E+08, -4.506299445117116E+05,  2.026309963597095E+01, -1.250443765710643E+01, -7.598053655435155E-01,  7.700459328368679E+02,  2.308539629780675E+08, -2.204703363463780E+00,
2453393.500000000, A.D. 2005-Jan-23 00:00:00.0000, -1.371595771271850E+08, -1.854522400371248E+08, -5.162580733994544E+05,  2.039190505855604E+01, -1.233187506469882E+01, -7.593538878371033E-01,  7.694098880528591E+02,  2.306632815488714E+08, -2.209190791208622E+00,
2453394.500000000, A.D. 2005-Jan-24 00:00:00.0000, -1.353921998833754E+08, -1.865102079881309E+08, -5.818444956802726E+05,  2.051938250927902E+01, -1.215788682139694E+01, -7.588399091119165E-01,  7.687725740548124E+02,  2.304722196188792E+08, -2.213511079314633E+00,
2453395.500000000, A.D. 2005-Jan-25 00:00:00.0000, -1.336138665642400E+08, -1.875530820157237E+08, -6.473837998091578E+05,  2.064551512265291E+01, -1.198247980260521E+01, -7.582631541712246E-01,  7.681340391887621E+02,  2.302807916818673E+08, -2.217663030279519E+00,
2453396.500000000, A.D. 2005-Jan-26 00:00:00.0000, -1.318246940925103E+08, -1.885807398429506E+08, -7.128705509676039E+05,  2.077028599255640E+01, -1.180566109965913E+01, -7.576233547128117E-01,  7.674943321414406E+02,  2.300890123337509E+08, -2.221645441087221E+00,
2453397.500000000, A.D. 2005-Jan-27 00:00:00.0000, -1.300248008530350E+08, -1.895930598121099E+08, -7.782992914252132E+05,  2.089367818018754E+01, -1.162743800061404E+01, -7.569202512152247E-01,  7.668535019388967E+02,  2.298968962721696E+08, -2.225457124281415E+00,
2453398.500000000, A.D. 2005-Jan-28 00:00:00.0000, -1.282143066964397E+08, -1.905899209025328E+08, -8.436645408684313E+05,  2.101567471466928E+01, -1.144781797605210E+01, -7.561535913625841E-01,  7.662115979454579E+02,  2.297044582961766E+08, -2.229096921158436E+00,
2453399.500000000, A.D. 2005-Jan-29 00:00:00.0000, -1.263933329427951E+08, -1.915712027485091E+08, -9.089607966345251E+05,  2.113625858304281E+01, -1.126680868998940E+01, -7.553231244437493E-01,  7.655686698627387E+02,  2.295117133059409E+08, -2.232563688725437E+00,
2453400.500000000, A.D. 2005-Jan-30 00:00:00.0000, -1.245620023851223E+08, -1.925367856573066E+08, -9.741825339317173E+05,  2.125541272090105E+01, -1.108441802188168E+01, -7.544285966051558E-01,  7.649247677282128E+02,  2.293186763023201E+08, -2.235856277945542E+00,
2453401.500000000, A.D. 2005-Jan-31 00:00:00.0000, -1.227204392925595E+08, -1.934865506274441E+08, -1.039324206144556E+06,  2.137312001218887E+01, -1.090065407652886E+01, -7.534697499694789E-01,  7.642799419134757E+02,  2.291253623863381E+08, -2.238973527003603E+00,
2453402.500000000, A.D. 2005-Feb-01 00:00:00.0000, -1.208687694132510E+08, -1.944203793673781E+08, -1.104380245203748E+06,  2.148936330088498E+01, -1.071552518405234E+01, -7.524463272581663E-01,  7.636342431227953E+02,  2.289317867587524E+08, -2.241914269116116E+00,
2453403.500000000, A.D. 2005-Feb-02 00:00:00.0000, -1.190071199771195E+08, -1.953381543145367E+08, -1.169345061929286E+06,  2.160412541009213E+01, -1.052903990193010E+01, -7.513580805129392E-01,  7.629877223920917E+02,  2.287379647197468E+08, -2.244677342042111E+00,
2453404.500000000, A.D. 2005-Feb-03 00:00:00.0000, -1.171356196985114E+08, -1.962397586544659E+08, -1.234213046332702E+06,  2.171738915512267E+01, -1.034120701541092E+01, -7.502047768151647E-01,  7.623404310876558E+02,  2.285439116685479E+08, -2.247261595140671E+00,
2453405.500000000, A.D. 2005-Feb-04 00:00:00.0000, -1.152543987785533E+08, -1.971250763399925E+08, -1.298978567951202E+06,  2.182913733736530E+01, -1.015203552796061E+01, -7.489861934153152E-01,  7.616924209040463E+02,  2.283496431027946E+08, -2.249665894913463E+00,
2453406.500000000, A.D. 2005-Feb-05 00:00:00.0000, -1.133635889071707E+08, -1.979939921105832E+08, -1.363635976249859E+06,  2.193935272684114E+01, -9.961534652723934E+00, -7.477021067217589E-01,  7.610437438616036E+02,  2.281551746177926E+08, -2.251889124771137E+00,
2453407.500000000, A.D. 2005-Feb-06 00:00:00.0000, -1.114633232649100E+08, -1.988463915121071E+08, -1.428179601030156E+06,  2.204801805719583E+01, -9.769713818830953E+00, -7.463522883930667E-01,  7.603944523044479E+02,  2.279605219059142E+08, -2.253930179094282E+00,
2453408.500000000, A.D. 2005-Feb-07 00:00:00.0000, -1.095537365246818E+08, -1.996821609169464E+08, -1.492603752776116E+06,  2.215511603616863E+01, -9.576582689009760E+00, -7.449365102469434E-01,  7.597445988990075E+02,  2.277657007561575E+08, -2.255787955001015E+00,
2453409.500000000, A.D. 2005-Feb-08 00:00:00.0000, -1.076349648533388E+08, -2.005011875442418E+08, -1.556902722963437E+06,  2.226062935532823E+01, -9.382151177227000E+00, -7.434545489500541E-01,  7.590942366323097E+02,  2.275707270536338E+08, -2.257461342941527E+00,
2453410.500000000, A.D. 2005-Feb-09 00:00:00.0000, -1.057071459128840E+08, -2.013033594802356E+08, -1.621070784430549E+06,  2.236454069484390E+01, -9.186429455567019E+00, -7.419061874286168E-01,  7.584434188096062E+02,  2.273756167788553E+08, -2.258949223763906E+00,
2453411.500000000, A.D. 2005-Feb-10 00:00:00.0000, -1.037704188612465E+08, -2.020885656988872E+08, -1.685102191856489E+06,  2.246683273256924E+01, -8.989427944210709E+00, -7.402912173567020E-01,  7.577921990517683E+02,  2.271803860069548E+08, -2.260250482524209E+00,
2453412.500000000, A.D. 2005-Feb-11 00:00:00.0000, -1.018249243527823E+08, -2.028566960828360E+08, -1.748991182266176E+06,  2.256748815497435E+01, -8.791157292650654E+00, -7.386094420804592E-01,  7.571406312929715E+02,  2.269850509069916E+08, -2.261364030928716E+00,
2453413.500000000, A.D. 2005-Feb-12 00:00:00.0000, -9.987080453866819E+07, -2.036076414445570E+08, -1.812731975462273E+06,  2.266648965519498E+01, -8.591628373865879E+00, -7.368606736990007E-01,  7.564887697784776E+02,  2.267896277412859E+08, -2.262288812614336E+00,
2453414.500000000, A.D. 2005-Feb-13 00:00:00.0000, -9.790820306713539E+07, -2.043412935475683E+08, -1.876318774395138E+06,  2.276381991988254E+01, -8.390852300225916E+00, -7.350447255612154E-01,  7.558366690619903E+02,  2.265941328646266E+08, -2.263023784435632E+00,
2453415.500000000, A.D. 2005-Feb-14 00:00:00.0000, -9.593726508333597E+07, -2.050575451277826E+08, -1.939745765579745E+06,  2.285946162192669E+01, -8.188840440900552E+00, -7.331614077010511E-01,  7.551843840025557E+02,  2.263985827233420E+08, -2.263567899279252E+00,
2453416.500000000, A.D. 2005-Feb-15 00:00:00.0000, -9.395813722878696E+07, -2.057562899152102E+08, -2.003007119600728E+06,  2.295339742730456E+01, -7.985604426245369E+00, -7.312105286738562E-01,  7.545319697615832E+02,  2.262029938544067E+08, -2.263920106652477E+00,
2453417.500000000, A.D. 2005-Feb-16 00:00:00.0000, -9.197096764053990E+07, -2.064374226560558E+08, -2.066096991630182E+06,  2.304561001278215E+01, -7.781156149206693E+00, -7.291919028880263E-01,  7.538794818003705E+02,  2.260073828846993E+08, -2.264079360096439E+00,
2453418.500000000, A.D. 2005-Feb-17 00:00:00.0000, -8.997590595015799E+07, -2.071008391350136E+08, -2.129009521897048E+06,  2.313608208441793E+01, -7.575507770339692E+00, -7.271053587519529E-01,  7.532269758776707E+02,  2.258117665302736E+08, -2.264044620858192E+00,
2453419.500000000, A.D. 2005-Feb-18 00:00:00.0000, -8.797310328236943E+07, -2.077464361975726E+08, -2.191738836158857E+06,  2.322479638476993E+01, -7.368671715263908E+00, -7.249507405801840E-01,  7.525745080465473E+02,  2.256161615954152E+08, -2.263814863302691E+00,
2453420.500000000, A.D. 2005-Feb-19 00:00:00.0000, -8.596271225325556E+07, -2.083741117723879E+08, -2.254279046249107E+06,  2.331173568366642E+01, -7.160660660008811E+00, -7.227279010486800E-01,  7.519221346505119E+02,  2.254205849714839E+08, -2.263389085194765E+00,
2453421.500000000, A.D. 2005-Feb-20 00:00:00.0000, -8.394488696805294E+07, -2.089837648939335E+08, -2.316624250672400E+06,  2.339688276593813E+01, -6.951487523846598E+00, -7.204366922150522E-01,  7.512699123197489E+02,  2.252250536357820E+08, -2.262766310877087E+00,
2453422.500000000, A.D. 2005-Feb-21 00:00:00.0000, -8.191978301874979E+07, -2.095752957255152E+08, -2.378768535154223E+06,  2.348022043373941E+01, -6.741165481911535E+00, -7.180769652360395E-01,  7.506178979679221E+02,  2.250295846505966E+08, -2.261945582211830E+00,
2453423.500000000, A.D. 2005-Feb-22 00:00:00.0000, -7.988755748148271E+07, -2.101486055824677E+08, -2.440705973125353E+06,  2.356173151775825E+01, -6.529707986119725E+00, -7.156485753680637E-01,  7.499661487890312E+02,  2.248341951622574E+08, -2.260925944672251E+00,
2453424.500000000, A.D. 2005-Feb-23 00:00:00.0000, -7.784836891354278E+07, -2.107035969553944E+08, -2.502430626224726E+06,  2.364139888434358E+01, -6.317128778769180E+00, -7.131513844565363E-01,  7.493147222536398E+02,  2.246389024000060E+08, -2.259706438086128E+00,
2453425.500000000, A.D. 2005-Feb-24 00:00:00.0000, -7.580237734983605E+07, -2.112401735335476E+08, -2.563936544905618E+06,  2.371920544238192E+01, -6.103441891038395E+00, -7.105852622207185E-01,  7.486636761046389E+02,  2.244437236747255E+08, -2.258286101059920E+00,
2453426.500000000, A.D. 2005-Feb-25 00:00:00.0000, -7.374974429886997E+07, -2.117582402285078E+08, -2.625217769117460E+06,  2.379513415786338E+01, -5.888661628626167E+00, -7.079500906569414E-01,  7.480130683531667E+02,  2.242486763777178E+08, -2.256663989894378E+00,
2453427.500000000, A.D. 2005-Feb-26 00:00:00.0000, -7.169063273845765E+07, -2.122577031980843E+08, -2.686268328957990E+06,  2.386916806503990E+01, -5.672802556696735E+00, -7.052457667320615E-01,  7.473629572747041E+02,  2.240537779795325E+08, -2.254839196781922E+00,
2453428.500000000, A.D. 2005-Feb-27 00:00:00.0000, -6.962520711119032E+07, -2.127384698702210E+08, -2.747082245247826E+06,  2.394129025943311E+01, -5.455879500627056E+00, -7.024721966376102E-01,  7.467134014047110E+02,  2.238590460286590E+08, -2.252810847316492E+00,
2453429.500000000, A.D. 2005-Feb-28 00:00:00.0000, -6.755363331953414E+07, -2.132004489668778E+08, -2.807653530098617E+06,  2.401148388334512E+01, -5.237907561545926E+00, -6.996292869329577E-01,  7.460644595335503E+02,  2.236644981500046E+08, -2.250578082222014E+00,
2453430.500000000, A.D. 2005-Mar-01 00:00:00.0000, -6.547607872041556E+07, -2.136435505280912E+08, -2.867976187558651E+06,  2.407973212438167E+01, -5.018902127129843E+00, -6.967169419826338E-01,  7.454161907012272E+02,  2.234701520433176E+08, -2.248140048041251E+00,
2453431.500000000, A.D. 2005-Mar-02 00:00:00.0000, -6.339271211937480E+07, -2.140676859363627E+08, -2.928044214306593E+06,  2.414601822994834E+01, -4.798878873415775E+00, -6.937350691338686E-01,  7.447686541925427E+02,  2.232760254817344E+08, -2.245495900968791E+00,
2453432.500000000, A.D. 2005-Mar-03 00:00:00.0000, -6.130370376443984E+07, -2.144727679412604E+08, -2.987851600307211E+06,  2.421032552723423E+01, -4.577853769039232E+00, -6.906835870825887E-01,  7.441219095324752E+02,  2.230821363103944E+08, -2.242644809214900E+00,
2453433.500000000, A.D. 2005-Mar-04 00:00:00.0000, -5.920922533968858E+07, -2.148587106840067E+08, -3.047392329431236E+06,  2.427263743753052E+01, -4.355843079700183E+00, -6.875624315165125E-01,  7.434760164810344E+02,  2.228885024448978E+08, -2.239585952732889E+00,
2453434.500000000, A.D. 2005-Mar-05 00:00:00.0000, -5.710944995832422E+07, -2.152254297220001E+08, -3.106660380125970E+06,  2.433293747815645E+01, -4.132863358646915E+00, -6.843715534491541E-01,  7.428310350272588E+02,  2.226951418695060E+08, -2.236318532723796E+00,
2453435.500000000, A.D. 2005-Mar-06 00:00:00.0000, -5.500455215523824E+07, -2.155728420534428E+08, -3.165649726164505E+06,  2.439120925336898E+01, -3.908931428222584E+00, -6.811109110627800E-01,  7.421870253829341E+02,  2.225020726352582E+08, -2.232841787400403E+00,
2453436.500000000, A.D. 2005-Mar-07 00:00:00.0000, -5.289470787925197E+07, -2.159008661422440E+08, -3.224354337384969E+06,  2.444743644772581E+01, -3.684064378041653E+00, -6.777804636758884E-01,  7.415440479767630E+02,  2.223093128582236E+08, -2.229154993134486E+00,
2453437.500000000, A.D. 2005-Mar-08 00:00:00.0000, -5.078009448515961E+07, -2.162094219431399E+08, -3.282768180348083E+06,  2.450160283172131E+01, -3.458279584369018E+00, -6.743801734433221E-01,  7.409021634489058E+02,  2.221168807178652E+08, -2.225257448268688E+00,
2453438.500000000, A.D. 2005-Mar-09 00:00:00.0000, -4.866089072543935E+07, -2.164984309268653E+08, -3.340885218962431E+06,  2.455369227067730E+01, -3.231594730593915E+00, -6.709100089066162E-01,  7.402614326452323E+02,  2.219247944553156E+08, -2.221148456179488E+00,
2453439.500000000, A.D. 2005-Mar-10 00:00:00.0000, -4.653727674140731E+07, -2.167678161053813E+08, -3.398699415187359E+06,  2.460368873092266E+01, -3.004027813724390E+00, -6.673699461448760E-01,  7.396219166111529E+02,  2.217330723715286E+08, -2.216827320916035E+00,
2453440.500000000, A.D. 2005-Mar-11 00:00:00.0000, -4.440943405376565E+07, -2.170175020573424E+08, -3.456204729842529E+06,  2.465157629161966E+01, -2.775597136618384E+00, -6.637599717165374E-01,  7.389836765856395E+02,  2.215417328254859E+08, -2.212293357703271E+00,
2453441.500000000, A.D. 2005-Mar-12 00:00:00.0000, -4.227754555269074E+07, -2.172474149538489E+08, -3.513395123442322E+06,  2.469733916336032E+01, -2.546321294180868E+00, -6.600800886812346E-01,  7.383467739957467E+02,  2.213507942325554E+08, -2.207545910264301E+00,
2453442.500000000, A.D. 2005-Mar-13 00:00:00.0000, -4.014179548757277E+07, -2.174574825842817E+08, -3.570264556974441E+06,  2.474096169580860E+01, -2.316219163901663E+00, -6.563303172178807E-01,  7.377112704510694E+02,  2.211602750628288E+08, -2.202584361300322E+00,
2453443.500000000, A.D. 2005-Mar-14 00:00:00.0000, -3.800236945631451E+07, -2.176476343820475E+08, -3.626806992644161E+06,  2.478242836556240E+01, -2.085309910308977E+00, -6.525106857103582E-01,  7.370772277375111E+02,  2.209701938392542E+08, -2.197408125894468E+00,
2453444.500000000, A.D. 2005-Mar-15 00:00:00.0000, -3.585945439402398E+07, -2.178178014503437E+08, -3.683016394672707E+06,  2.482172376468824E+01, -1.853612997278740E+00, -6.486212224154966E-01,  7.364447078106641E+02,  2.207805691356508E+08, -2.192016638114673E+00,
2453445.500000000, A.D. 2005-Mar-16 00:00:00.0000, -3.371323856107774E+07, -2.179679165881639E+08, -3.738886730172753E+06,  2.485883260843450E+01, -1.621148194421229E+00, -6.446619565942531E-01,  7.358137727895659E+02,  2.205914195748374E+08, -2.186409346990985E+00,
2453446.500000000, A.D. 2005-Mar-17 00:00:00.0000, -3.156391153069469E+07, -2.180979143165347E+08, -3.794411970027417E+06,  2.489373975617396E+01, -1.387935580151995E+00, -6.406329263967823E-01,  7.351844849509345E+02,  2.204027638269046E+08, -2.180585717283873E+00,
2453447.500000000, A.D. 2005-Mar-18 00:00:00.0000, -2.941166417607871E+07, -2.182077309047472E+08, -3.849586089724302E+06,  2.492643023075773E+01, -1.153995548035869E+00, -6.365341863186373E-01,  7.345569067231634E+02,  2.202146206074139E+08, -2.174545225808714E+00,
2453448.500000000, A.D. 2005-Mar-19 00:00:00.0000, -2.725668865698383E+07, -2.182973043964157E+08, -3.904403070208177E+06,  2.495688922901827E+01, -9.193488063193210E-01, -6.323658097207402E-01,  7.339311006794698E+02,  2.200270086753436E+08, -2.168287362564630E+00,
2453449.500000000, A.D. 2005-Mar-20 00:00:00.0000, -2.509917840557071E+07, -2.183665746354353E+08, -3.958856898827687E+06,  2.498510212280211E+01, -6.840163599648468E-01, -6.281278852206316E-01,  7.333071295304404E+02,  2.198399468308551E+08, -2.161811647886718E+00,
2453450.500000000, A.D. 2005-Mar-21 00:00:00.0000, -2.293932811166995E+07, -2.184154832920123E+08, -4.012941570330620E+06,  2.501105445398882E+01, -4.480194918677685E-01, -6.238205097291312E-01,  7.326850561166515E+02,  2.196534539130788E+08, -2.155117650140670E+00,
2453451.500000000, A.D. 2005-Mar-22 00:00:00.0000, -2.077733370767147E+07, -2.184439738887807E+08, -4.066651087796330E+06,  2.503473193324001E+01, -2.113797682168095E-01, -6.194437849343176E-01,  7.320649434015327E+02,  2.194675487979764E+08, -2.148204980328158E+00,
